id,company_name,developer_role,date,title,content,upvote,downvote,comment_count,vibe
1524,Chaldal Limited,,"May 07, 2025",High Initial Salary Does Not Justify The Workload,"Pros:
good salary for the junior and mid positions.
most of the engineers are nice, smart and great people, they are helpful, good mentors and generally tolerant to mistakes. Overall they are great people and you can learn from them and take good advice.
it has a large and modern codebase and there's scope to learn some fancy things.
Cons:
The company is extremely shady with many of it's policies, it's extremely reliant on exploiting low-level workers.
The upper management treats everyone as slaves, they think they own your time. You have to release their required feature in the deadline no matter what you need to sacrifice
They will not give you sick leaves for first 6 months, they will say you can take work from home and not work, but then they will hold it against you.
You will have to work through every national holiday. They even took employee photos on occasion for Labour day, and yet make you work through that day.
You might be asked why you didn't come to the office in the day before the Eid Day.
They will blame the guy who is literally holding everything together for mistakes that he did not have the time to deal with.
They will interrogate and be constantly at your back for missing sprint targets.
But they won't pay you on time. They will pay July's salary on 25th August.
They will fire you with minimum warnings because you weren't able to keep up with their expectations, and will not give proper compensation that they are legally bound to do because you probably will not press charges.
They will give you ""perks"" but they will constantly micro-manage you regarding said perks.",13,1,1,Negative
1525,Chaldal Limited,,"May 22, 2025",Is it the place someone should stay in for more than a few years?,"Lets get one thing out of the way
The sky's the limit here. If you play your cards right, youll get to learn a ton of things here as an Engineer.
From Software to Infra, the expertise here is mind boggling.
Knowledgeable people all round.
If you are a new grad, sorry to burst your bubble but I stand with the CTO here that work-life balance should not be your priority right now.
You must give your all to learn what there is to learn and extract as much real-world knowledge as possible from the highly experienced people here. Both foreign and domestic. Communication is the one soft skill that is highly appreciated and lets you grow beyond your immediate team bubble. You MUST engage with your collegues and management if you want to be valued here.
High salary blah blah, you've seen the other reviews and the list of cons that come with that.
I'd like to highlight a few things though:
Salary delay
CTO is ""sad"" about it. Does nothing. And gave false assurances. Big mistake. No one believes his assurances anymore regarding management decisions.
The level of respect he has for his huge depth of technical knowledge is tarnished by poor management decisions. (Him being a core founder has a lot to do with it)
Sudden
Firing
Another conscious decision that is constantly being talked about in the office these days along with delayed salary and has lead to low morale and concerns regarding company future.
We are joking around now, but people have started looking elsewhere to find more stable companies.
Lack of true decision-making scope by Domestic Team Leads and VP
Yeah it seems like leads feel uncomfortable vetoing stupid management decisions. Planning week? Its a joke. Its frequently suggested to us by the CTO that team leads decide on things to do and plan according to the capabilities of engineers under them. But nahhh. No one believes that crap. Decisions are top down and sudden.
""Need this now because CEO wants this
"" is very common and everyone's life is made shorter trying to push those deadlines. Most of Planning week is spent trying to finish last 2 week sprint's work.
Bootcamps at Jashore? Literally makes you work from morning to midnight, sometimes for a week or two.
WITHOUT
any additional compensation. What the hell?? And that too, not for some imminent threat to business, but just because they can?
Are leads making the decision here? Nope, its all CEO and CTO and some other folks.
And they laugh about it during sprint meetings. Yeah, no one outside of management is laughing. They are bitching about you and your lack of compensation and delayed salaries.
Expectation to always be available and shitty leave policies
Yeah, no one will ever buy your ""
We dont work like other companies who gives lots of leaves and are really slow to achieve anything
"".
That doesnt make the company a fast moving one, just makes it what it is:
a company that doesn't give government holidays,
doesnt properly compensate employees working on said holidays and overtime,
where engineering management hesitates to approve paid holidays because the ""true management"" will disapprove.
12 something years in and still having cashflow issues? Its understandable, really, we can have bad periods, but cmon, lets stop with with this fancy ""
we are better than others
"" business and just allow your employees some basic time offs that almost all white collar job holders IN BANGLADESH enjoy.
Stop aligning yourself with the US holidays, being a company in BD.
Act like a company in BD
.
You are not achieving any major business goals other than constantly disgruntled and abused and demoralized employees who will eternally hate your leave/holiday policies and your disrespect of work-life separation.
Domestic
Engineering managers and leads also have no option but to push/ask juniors to work overtime to avoid upper mangement disapproval.
Literally everyone i've talked to who left Chaldal Engineering, see it as a relief
when it comes to having a life outside of work
. That says something about how traumatizing and deeply flawed the culture is.
Is that really the kind of culture you want to keep around?
The CTO is a workaholic and understandably so, he's a founder and in general a super-talented geek. But he should dial his expectations down when it comes to his overworked engineers who dont get to spend holidays with family.
The company is a PLC now. Shares were promised, I assume as a way to align the engineers more with the company goals, where are those?
HR
HR is one of those resources that should be working for the employee interest rather than against them.
And in here, HR is a joke. Filled with people who are used to constantly hiring, fining, firing,  warehouse folks.
Not one engineer thinks we should have to share the same policies as the warehouse folks.
We understand (and also are against some of) the limitations and policies that have to be in place for ground staff.
But as an engineer, in an engineering focused company, we shouldn't be held to the same standards and policies, but rather be on par with other engineering-focused/engineering companies.
There are a lot of exceptions made for engineering just because CTO is a co-founder. And it is genuinely appreciated.
Lunch
Transportation expenses (Uber, Pathao, etc but not Personal vehicle Fuel costs)
5 days work-week
But this is also the ""norm"" in other engineering companies outside and not the exception, so while its appreciated, a lot of talented individuals had to leave the company/were about to leave the company for them to consider these.
And the pessimist in me thinks more people need to set their boundaries for management to consider any meaningful change.
...But
The reason i'm giving a mixed review is because after all of these, you get to grow a lot here and be solidly prepared for an engineering life with confidence that you're so traumatized, most things outside you can handle.
Be it Google or Amazon or any other company, foreign or domestic, you can carve your space with confidence if you want and if you focus, your communication skills would improve due to the english-focused management.
So as it stands now,
Cha1da1 is one of the best place to start your career
. Not sure about the rest. Not sure if management even wants to build a loyal, genuinely content, long-term employees with deep interest in the company future. Or we are just contractors, needed for a few years, until the next batch of fresh grads come.",9,2,0,Mixed
1526,Chaldal Limited,,"May 17, 2025",High octane work environment with very little to show for it in return,"Pros
High pay: The pay is still really high, let's get that out of the way. Unless you're plain bad with money you'll never be wanting in the monetary dept
High increments: The increments also jump really high as well, lots of other places will start off with a high salary but you'll stagnate there
Transparent promotion policy: There's not much politics going on in that department. The criteria are a written down checklist and you get promoted if you satisfy those criteria. Not much politics to navigate.
The people are genuinely great: The other engineers here are some of the most fun and approachable people I've met. I've made friends with them in a really short time and often interact with them in personal life as well. Even the people doing the blame gaming and disrespecting your work life balance, I feel they do it from a place of stress rather than malice... and are genuinely nice people in normal circumstances. You will also meet some of the smartest people you'll ever meet here.
The tech stack is (some of it) incredible: Their in house modern actor framework stack is incredible. It's a very interesting way of thinking and entire classes of problems can get thrown out the window when you learn to wield this stack properly. If you work on this stack you'll feel incredibly annoyed if you ever shift to a traditional stack in the future. However it will highly depend on which team you're on. Some parts of the codebase are so old they are based on technology that are outright abandoned.
Open for all: You can text the CTO, walk into the CEOs room. That degree of transparency is worth mentioning.
Cons
So many hats to wear: Company does not want to hire for the traditional roles many companies would have like product, qa, infra etc. Instead engineers are encouraged to become good product people, own and test their code, manage their own infra, deal with external partners etc. These are good qualities for an engineer to have.. at some point it just becomes clear that they are either being cheap or don't know what they are doing.
No boundary of ownership: ""If you've seen the code... you're the expert on that codebase now"". Cross team collaboration is discouraged in favor of people going into other people's codebases and making changes as needed. And somehow unrelated issues in someone else's codebase now become your problem too.
Blame game: We are frequently told that we allegedly focus on improving processes rather than pointing fingers. Sadly that does not pan out in reality. People frequently get blamed willy-nilly. From the previous cons you may have realized that it's very difficult to track who developed what. With the shortage of staff people often get blamed for bugs in code that existed from five years ago, or for bugs that were introduced by a different team who (also in a hurry and probably not willingly) came in to implement their own feature. Searching for ancient bugs or finding bugs in other teams' code was not on our sprint targets.
Work life balance?: All of the above should make it clear that people usually don't have time to focus on their actual goals and have to get distracted by spurious things outside their control. Upper management knows this but will relentlessly push you on weekdays and sometimes weekends to get features out. No release Thursdays is a long forgotten myth by now. There is also no overtime pay so you'll usually have to handle alarms in the middle of the night for nothing in return.
Equal policies for everyone, but who is everyone to an engineer?: Chaldal wants to have the same policies for everyone in the company. But engineers' peers are other engineers... not delivery men, warehouse management, hr or finance. As a result of this chaldal's policies regarding perks, leave etc make no sense for engineers. And apparently things were even worse before. Chaldal didn't even have office lunch before.
Leave policies: The absolute most comical version I've ever heard of in any good engineering employer in BD. The only holidays you'll get is four days off on each eid, that's it. No other holidays whatsoever. Even the eight eid days can get stolen if they overlap with weekends.
Leave policies new hires (it gets worse): No leaves, not even eid, not even WFH. You can take an unpaid leave. You might hear whining even avout that
Even the leaves you are owed: You'll face friction in taking those. You will be criticized for taking leaves in sprint week, you'll be criticized for taking leaves in planning week because there's a session or a meeting or something. Govt holidays are a forced holiday but paid leaves you have to choose, and your choice can get blamed.
Micro management: Higher ups will frequently ask you for features, or blame you for bugs without going through your manager/team lead. Often time you'll get blamed for breaking things that you didn't ever work on or touch, simply because someone somewhere assumed you worked on it without confirming or knowing the full context.
Job security: Chaldal will suddenly fire you with minimal warning. Apparently in the past this was not the case, people were given multiple chances and were shuffled to different teams. Now they will just straight up fire people. Even worse the micromanaging means these decisions are taken without the Manager/Team lead's awareness... who might have had a different opinion or more context.
Obnoxious push for AI: An obsessive push for using AI for engineering tasks has been coming down recently. A lot of the people here are huge proponents of AI to a REASONABLE degree, but even they are tired of upper management screaming AI in their ears day and night. The rest of us have to just plug our ears and hope no one notices.",7,0,0,Mixed
1531,FRIENDS CORP.,,"May 09, 2025",Finally Found a Team That Cares,"Working at Friends Corp has been a refreshing and rewarding experience for me in a senior position.
From day one, I’ve felt genuinely valued not just for my skills but also as a person. This is something I truly missed in one of my previous companies. The team culture is warm and supportive, and there’s always someone ready to help or simply listen when needed. It’s not just about finishing tasks, it’s about growing together.
One thing I really appreciate is the freedom to share ideas and try out new approaches. Mistakes are treated as part of the learning journey, not something to fear. That kind of mindset builds confidence and encourages creativity.
Working with people from Japan and other parts of the world has also been a great experience. It has helped me learn a lot and grow both professionally and personally.
In short, Friends Corp doesn’t just feel like a workplace. It feels like a place where I’m motivated to do my best every day while being part of a respectful and inspiring team.",1,0,0,Positive
1532,FRIENDS CORP.,,"May 08, 2025",Balanced Company,"This is a good company for those people who want to learn new things and work with dynamic project.
This is a fully remote position and it gives opportunity to stay with your family. This is blessing for me. Also gives all the government government holidays. Maximum time you don't need to work after office hour.  During project deadline sometime need to work after office hour. During weekend,  no one knock you. Even it is prohibited to reply the message of JP team during weekend.
The environment here is friendly. All the team members are  cooperative.
The regional director is a amazing person. Sometimes he give us some technical direction that really solve some critical problem.  He is a great leader. He knows well how to handle situation.",5,0,0,Positive
1533,FRIENDS CORP.,,"May 08, 2025",Proud to Be a Part of Friends Corp,"I joined Friends Corp. as a Software Engineer and have been highly impressed with the company’s work culture and management. The environment here is supportive, professional, and growth-oriented. I’d especially like to mention Monir Bhai, the Country Director of the Bangladesh team—he is an exceptional mentor and a true leader. His guidance and approachability have made a big difference in my journey. I genuinely enjoy working here and feel proud to be a part of the team.",0,1,1,Positive
1534,FRIENDS CORP.,,"July 15, 2026",একটি জাপানিজ গার্মেন্টস কোম্পানির বাংলাদেশী শাখা,"আজ আমি বলবো একটি জাপানিজ গার্মেন্টস কোম্পানির বাংলাদেশী শাখার গল্প - যার নাম ""বন্ধু"" কর্পোরেশন। শুরু করি কোম্পানির জাপানিজ সিইও কে দিয়ে যার নিজের IT ইন্ডাস্ট্রি নিয়ে কোনো ধারণা নাই কিন্তু প্রত্যাশা করে তার অধীনে থাকা কর্মচারীরা একদিনের ভেতরেই requirement নিয়ে প্রোডাক্ট ডেলিভারি দেবে | না আছে তার নিজের ভালো কোনো কমিউনিকেশন স্কিল, requirement বোঝাতে পারে না কিন্তু চায় মানুষজন তার জন্য মেশিনের মতো খাটবে। উইকেন্ড ও সে এক্সপেক্ট করে মানুষজন তার মেসেজ এর রিপ্লাই দেবে, তার কর্মচারীদের কোনো ব্যক্তিগত জীবন বলতে কিছু থাকবে না এবং তার জন্যই সবাই 24/7 available থাকবে। চরম জানোয়ার ধরণের এই লোকটা কিছুদিন পর পর লোভনীয় জব এর সার্কুলার দেবে তার বাংলাদেশী কিছু পা চাটা চামচাদের দিয়ে যাদের কথা বিস্তারিত পরে বলবো আর নিয়োগের পরে বড়োজোর ২ থেকে ৩ মাস রাখবে তারপরে বের করে দেবে। কোনো কন্সিডারেশন করবে না।
এরপরে আসি কোম্পানির রিজিওনাল ডিরেক্টর ব্যাপারে | সিইও র সবচেয়ে বড় পাচাটা বাংলাদেশী চামচা যে সবসময় সিইও র কথায় জি হুজুর জি হুজুর করতে থাকে, ব্যবহার এর কথা আর নাই বা বললাম | চরম জঘন্য এই লোকটা শুধু বাংলাদেশের এমপ্লয়ীদের মানুষ হিসেবেই গণ্য করে না - খালি কিছুদিন পর পর লোক নিয়ে ফায়ার করবে - এদের কারণে অনেকে তাদের স্ট্যাবল চাকরি ছেড়ে এসে ২/৩ মাস পরেই ফায়ার হয়েছে এবং এক থেকে দেড় বছর হয়ে গেছে এখনো চাকরি পায়নাই | এখানে সবসময় মানুষ আতঙ্কে থাকে কখন কাকে ফায়ার করা হয় |
এই ২ জন ছাড়াও কোম্পানির বাকি প্রভুভক্ত কুকুরগুলোর কথা না বললেই না - এরাই দেশিমূলায় ৩/৪ টা fake পসিটিভ রিভিউ দিয়ে রেখেছে মানুষকে বিভ্রান্ত করার জন্য | এরাও বাংলাদেশের সম্ভাবনাময় মানুষের ক্যারিয়ার নষ্টের জন্য সমানভাবে দায়ী | এরাই আমার এই পোস্টের কমেন্ট এ কাউন্টার করার জন্য ছুটে চলে আসবে এদের বস এর নির্দেশে | নিজের ক্যারিয়ার বাঁচাতে চাইলে এদের লোভনীয় সার্ক্যুলারের ফাঁদে পা দেবেন না |
ছাটাই করতে করতে কোম্পানির বর্তমান এমপ্লয়ীর সংখ্যা বর্তমানে ৮ থেকে ১০ জনে এসে ঠেকেছে। নিজে বাচুন, পরিচিতজনদের বাঁচান",2,0,1,Negative
1539,Ghorer Bazar,,"June 20, 2025","ঘরের বাজার: শুধু একটি প্রতিষ্ঠান নয়, একটি পরিবার","জীবনের প্রতিটি যাত্রার পেছনে থাকে গল্প। আমার নিজের গল্পটাও শুরু হয়েছিল এক সাধারণ পদ থেকে—
ঘরের বাজারের কল সেন্টারে একজন এক্সিকিউটিভ
হিসেবে। তখন বুঝিনি, এই পথটা শুধুমাত্র কর্মজীবনের হবে না; এটা হবে
একটি মানসিক ও আত্মিক বিকাশের যাত্রা
।
তিন বছরেরও বেশি সময় ধরে আমি এখানে কাজ করছি। একে একে আমি সুযোগ পেয়েছি
লজিস্টিক্স অপারেশন ও কমপ্লেইন ম্যানেজমেন্ট
,
তারপর
রিটার্ন ও রিফান্ড ম্যানেজমেন্ট
,
এবং বর্তমানে আমি দায়িত্ব পালন করছি
অ্যাডমিন ডিপার্টমেন্টের ইনচার্জ
হিসেবে।
এই সময়টায় সবকিছুই ছিল—ভালো সময়, খারাপ সময়, কঠিন পরিস্থিতি, আবেগের টানাপোড়েন। কিন্তু একটি জিনিস আমাকে কখনও ভেঙে পড়তে দেয়নি—
এই প্রতিষ্ঠানের প্রতি বিশ্বাস, এবং আমাদের দুই জন আলোকবর্তিকা: নাজমুস সাকিব ভাই ও জামশেদ মজুমদার ভাই।
তাঁরা কেবল প্রতিষ্ঠানের মালিক নন। তারা আমাদের
নেতা, অভিভাবক, এবং ভালোবাসার আশ্রয়
।
কখনো আমি দেখেছি—
একজন সহকর্মীর পরিবার অসুস্থ, আর জামশেদ ভাই তাকে সাইকেল উপহার দিচ্ছেন, যাতে যাতায়াতে কষ্ট না হয়।
কখনো দেখেছি, কেউ চুপচাপ কষ্টে আছেন—তাঁরা পাশে দাঁড়িয়েছেন, ঠিক পরিবারের মতো।
প্রশ্ন করি নিজেকে—
কতজন মালিক এমনটা করেন?
কতজন মালিক ঈদের দিনে কুরবানির আনন্দ কর্মচারীদের সাথে ভাগ করে নেন?
দিনভর না খেয়ে, সব দায়িত্ব ফেলে, একসাথে থাকেন, হাসেন, কাঁটান দিনটাকে আনন্দে?
আমি ১৩ বছরের কর্মজীবনে বহু গ্রুপ, কোম্পানিতে কাজ করেছি—কিন্তু
এমন মানবিকতা, এমন হৃদয়স্পর্শী সংস্কৃতি
আমি আর কোথাও দেখিনি।
এবং যাঁর নাম না বললেই নয়, তিনি হলেন আমাদের সিওও
আমজাদ ভাই
।
একদিকে শৃঙ্খলা আর নিয়মের সুনির্দিষ্টতা, অন্যদিকে কঠিন সময়ে অভিভাবকের মতো কাঁধে হাত রাখার নির্ভরতা—তিনি আমাদের শেখান কীভাবে
কঠোরতার ভেতরেও মানবিকতা থাকে
।
আজ আমি গর্ব করে বলি:
“আমি ঘরের বাজারে কাজ করি”—এই একটা বাক্য আমার জীবনের অন্যতম বড় পরিচয়।
এই প্রতিষ্ঠান শুধু আমার কর্মস্থল নয়,
এটা আমার দ্বিতীয় পরিবার।",1,18,7,Positive
1540,Ghorer Bazar,,"September 07, 2025",ধর্মের নামে ব্যবসা এবং বিশ্বাস ঘাতকতার আরেকনাম ঘরেr বাzআর,"কোথা
থেকে
শুরু
করবো
যানা
নাই
তাই
শুরু
থেকেই
শুরু
করি।
১।
ইন্টারভিউ
এবং
রিক্রট্মেন্ট
প্রসেসঃ
এইচ
-
আর
একজন
গারমেন্টস
থেকে
এশে
বসছে।
তাই
সব
কর্মী
কেই
সে
গারমেটস
লেবার
ভাবে।
কিছু
ইন্টারভিউ
প্রসেস
এ
আপনার
সাথে
এমন
আচরন
করবে
যে
আপনার
গুরুত্ত
অনেক্কক্কক্কক্কক্ক
,
আপনাকে
তারা
অনেক
চাচ্ছে
আপনার
সাথে
অনেক
সম্মান
দিয়ে
কথা
বলবে।
আপনার
যদি
কোনো
আপত্তি
থাকে
যেমন
স্যালারি
নিয়ে
,
লাঞ্চ
নিইয়ে
আপনাকে
বলা
হবে
,
আগে
আপনি
রিসাইন
দিয়ে
জইন
করেন
-
আপনাকে
৬
মাস
পর
পার্মানেন্ট
এর
সময়
ইঙ্ক্রিমেন্ট
দিবে
(
জীবনেও
দেয়
নাই
তারা
কাউকে
কিন্তু
সবাই
কে
প্রমিস
করেছিল
এরকম
),
আপনি
জয়েন
করেন
তারপর
তাদের
বনস্রি
বি
ব্লক
এর
হেড
অফিসে
যেখানে
কেবল
সি
-
লেভেল
এর
রান্না
হয়
সেখানে
খাওয়ার
ব্যবস্থা
করবে।
বিশ্বাস
করেন
-
আপনি
যেদিন
থেকে
কারেন্ট
কম্পানি
থেকে
রিসাইন
দিবেন
সেদিন
থেকে
তাদের
আচরন
ভিন্ন
হয়ে
যাবে।
আপনাকে
গারমেন্টস
এর
লেবার
হিসেবেই
ট্রিট
করা
হবে
-
হউক
আপনি
Developer / Tech Team.
২।
ছুটিঃ
আপনি
জয়েনের
আগে
যদি
বলেন
,
ইন্ডাস্ট্রিতে
টেক
টিমের
সপ্তাহে
২
দিন
ছুটি
,
তাহলে
ধোকাবায
এইচ
-
আর
আপনাকে
বলবে
-
জয়েন
করেন
আমাদের
ম্যানেজমেন্ট
এটা
নিয়ে
কাজ
করছে
-
৩মাস
বা
৬
মাস
পর
দিয়ে
দিবে
২
দিন
ছুটি।
এই
৩
-
৬মাস
কখনো
শেষ
হবে
নাহ
আপনাদের।
তারপর
আপনাকে
বলবে
কাজ
করলে
করেন
নাহলে
চলে
যান
,
কেউ
২
দিন
ছুটি
পায়
না
আপ্নিও
পাবেন
না।
দারোয়ান
এবং
আপনি
সমান
সমান।
গত বছর আগস্টে, ঝামেলার সময় যখন ইম্পইরা আস্তে পারছিলো না তখন এইচ আর সবার থেকে ভিডিও চাইসে রাস্তার, কই ঝামেলা সেটা দেখতে।
৩। COO – মিঃ আমজাD। একজন অশিক্ষিত, অযোগ্য ব্যক্তি যিনি কেবল মাত্র CEO এর বন্ধু বলে এই পসিশনে আছে। নাহলে সে একই কম্পানির কাস্টমার কেয়ার এ চাকরি করার মত যোগ্যতা রাখে না, ইংলিশ তো দূরে থাক। সব বাদ দিলাম, যারা এই zআমশেদ এর ইসলামিক ফেস দেখে তাদের ভালো মনে করছেন – তাদের জন্যে বলে রাখি , টেক টিম এর একজনের মা র কিডনী সমস্যা, যদিও তিনি রেগুলার অফিস করে তাও মাসে এক দু দিন মিস হয় ডায়ালাইসিস এর কারনে – সেই ছুটী গুলা এই মূর্খ COO এপ্রুফ করে নাই, টাকা কাটসে মাসের বেতন এর থেকে। আরেকটা কাহিনি বলি – টেক টিমের একজন এর আপন ভাই মারা যায় – তখন সে আসে নাই। সেই ছুটি এই মূর্খ অমানুষ রা এপ্রুফ করে নাই। বেতন কাটতো, তারপর মামলা র ভয় দেখানের পর করসে।
৪।
জয়েন
করলেনঃ
তাদের
সি
ব্লকের
নতুন
অফিস
যেখানে
কখনো
সি
লেভেল
এর
কেউ
রেগুলার
বসে
নাহ।
তাই
এখানের
পিওনদের
আচরন
ও
মালিক
দের
মতো।
আপনি
পানির
বতল
চাইলেও
আপনাকে
যবাব
দিবে
-
উনারা
ব্যস্ত
আপনি
নিজে
নেন
,
হাহা।
খাবার
ব্যবস্থা
বাদ
ই
দিলাম।
আপনি
বাহির
থেকে
এনে
খাবেন
তারপরেও
আপনার
নিজের
প্লেট
নিজের
ধুতে
হবে।
Developer
দের
সময়ের
১০০
% utilization
।
৫। প্রজেক্ট ম্যানেজমেন্টঃ টেক টিম এর লিড যথেস্ট ভালো একজন মানুষ এবং Developer। কিন্তু দিন শেষে যদি ম্যনেজমেন্ট লুথা হয় তাহলে ভালো মানুষরাও ব্যর্থ হয় যেটা এখানে হচ্ছে। একটা সফটওয়ার ডেভেলপমেন্ট প্রসেস সব জায়গায় একই থাকে । ফিডব্যাক সহ একটা ওয়ারকিং ভারসন প্রোডাকশনে যাওয়ার পর – ইম্প্রুভমেন্ট আসে, ফিডব্যাক আসে, ফিচার এড হয়ে , আরো অনেক কিছু।
কিন্তুউউউ, এখানের ম্যানেজমেন্ট প্রোজেক্ট লীডের কাছে না গিয়ে ডিরেক্ট আপনার কাছে এসে বসবে- তারপর আগের দিন রাতে সে কি কি সপ্নে দেখসে আপনাকে বলবে – তারপর বলবে আগের সব বাদ এখন এই ডিসাইনে কর। তারপর পুরা টেক টিম আবার মিটিং ডাকবে আবার রিডিসাইন হবে। আবার প্রোডাকশনে যাওয়ার আগে CEO র মনে হবে তার আগের স্বপ্ন পুরান হয়ে গেসে, আবার তার নতুন করে আগের দিনের স্বপ্ন এসে বুঝাবে। মানলাম অনেক্কক্কক্কক্কক ভিসিনয়ারি মানুষ কিন্তু ১ বছরের বেশি সময় ধরে একটাও প্রোডাকশনে গেলো না? দোষ যদি টেক টিম এর ২০-৩০% হয়, ম্যনেজমেন্ট তাইলে ১০০ ভাগ লুথা লুথা লুথা!!!!
৬। আপনার সামনে যখন সি-লেভেল / ম্যানেজার রা আশবে তথন দেখবেন হাজার হাজার টাকার নাস্তা করছে তাদের এন্টেরটেইন্মেন্ট বাজেট থেকে। কিন্তু আপনি ডেভেলপার হিসেবে যখন বলবেন দুধ চার জন্যে কেবল দুধ টুকু অফিসে রাখতে তখন তাদের কথা হবে – লাঞ্চের সাথে নিছে থেকে খেয়ে আসেন। আবার যদি ২-৩ বার নিচে যান, তাহলে এইচ-এসে তুই তুখারি করবে আপনাদের সাথে- সিরিয়ান তুই করে কথা, বেতন কাটার ধমক, চাকরি খেয়ে দেয়ার ভয় – এগুলো যেকনো বিষয় তয়েই আপনার খেতেই হবে যত ভালো কাজ করেন না কেনো।
৭। মেইন জিনিস – জব সিকিউরিটি । একদম ০% । কথায় কথায় আপনাকে ফায়ার করার হুমকি। ম্যানেজমেন্ট এর কেউ অন্য সফটওয়ার কোম্পানি থেকে টাকা খেয়ে ওদের সফটওয়ার কিনে, নিজের টেক টিমে এ ফরসড লে অফ করসে ১ মাসের নোটিসে। ইঙ্ক্রিমেন্ট নাই বললেই চলে, আপনাকে বছরের বছর ঘুরাবে। আবার, zআমসেদ কিছু দিন পর পর কোনো কান্ড করবে পাব্লিক্লি অর ইন্টারনালি, তখন কম্পানির সেল পরে যাবে, সবার বেতন আটকায় যাবে। আবার ঠিক হলে বেতন দিবে। ইন্টারনালি কিরকম ঝামেলা হয় সেটা বুঝে নেন, যে কারনে এই কোম্পানিতে কোনো মেয়ে ইমপ্লই হায়ার করা হয় না এখন আর।
৮। এরা লাখ লাখ টাকা দিয়ে নতুন নতুন সি লেভেল আনে। আরমি মেজর হায়ার করে। কেবল মাত্র তাদের এসব কান্ড কিরতি গুলা নিয়ে যদি কেউ আইনি ব্যবস্তা করে তাইলে তাকে চুপ করানোর জন্য। ট্যাক্স ফাকি তো আছেই সেটা অন্য বিষয়। আর আপনাকে ১ টাকা বেশি দিতে গেলে খুব জলে তাদের। আপনার কাজ দিয়ে কোম্পানি প্রোফিট করলে সি লেভেল সবাই বোনাস ভাগাভাগি করে নেয় কিন্তু আপনাদের কি দেবে??? একটা আস্ত ডিম ও দিবে নাহ। কেবল মাত্র ইন্সাল্ট পাবেন।
আপনার যদি নিজের Skill ধূলিসাৎ করতে হয়ে, নিজের মেন্টাল এবং ফিসিকাল হেলথ শেষ করতে ইচ্ছা করে , ভয় ভয় হুমকি ধামকি তে বাচতে ইচ্ছা করে – কেবল মাত্র তাইলেই জয়েন করেন। এরচে বেকার থেকে ভাল জায়গায় চাকরি খোজা অনেক ভালো।",11,0,3,Negative
1541,Ghorer Bazar,,"June 02, 2025",কেউ কথা রাখেনি,"এখানে জয়েন করার সময় আপনাকে অনেক সুযোগ সুবিধার কথা বলবে তবে সবই মৌখিক। জয়েন করার কিছু মাস পর যখন দেখবেন কোনো সুযোগ সুবিধা নাই তখন বলবে কোনো ডকুমেন্টস তো নাই, ম্যনেজমেন্টের ইচ্ছে দিবে সুবিধা দিবে না।
প্রথমে জয়েন করার সময় স্যালারি নিয়ে দর কশাকশি করবে। বলবে আপাতত জয়েন করেন, ৩ মাস পর যখন পার্মানেন্ট হবেন তখন বাড়িয়ে দিবো। আপনি তাদের বিশ্বাস করে তাদের ফাঁদে পরে যাবেন। যেহেতু কোনো ডকুমেন্টস নাই ৩ মাস পর যখন দেখবেন আপনার কোনো ইনক্রিমেন্ট নাই তখন তাদের এ এ ব্যাপারে জিগ্যেস করলে বলবে ম্যানেজমেন্ট তো দিচ্ছে না, ১ বছর পর শিউর ইনক্রিমেন্ট। ১ বছর পর যখন দেখবেন ইনক্রিমেন্ট হচ্ছে না তখন বলবে এ বছর কাউকে ইনক্রিমেন্ট দেয়া হয় নি৷ আপনার পার্মানেন্ট লেটারেও ইনক্রিমেন্ট নিয়ে কোনো কথা লিখে না, কারণ পরবর্তীতে আপনি যেন কোনো সমস্যা করতে না পারেন। তবে হ্যা এখানে আপনি আনলিমিটেড চা কফি খেতে পারবেন নিজের টাকায়। দুপুরের লাঞ্চও নিজের খরচে খেতে হবে। টিস্যু কেবল অতিথ আর ম্যানেজমেন্টদের জন্য প্রযোজ্য। জয়েনের পূর্বে আপনার ১৮ টা ছুটির ব্যাপারে বললেও বছরের শুরুতে ছুটি নিতে পারবেন না, বছরের শেষে কিছু ছুটি বেঁচে গেলে কোনো এডজাস্টমেন্ট হয় না।
এরা জানেই না প্রোগ্রামারদের সাথে কিভাবে ব্যবহার করতে হয়, কারণ ম্যানেজমেন্টের শিক্ষাগত সমস্যা আছে প্রচুর।
আপনি যত ভাবেই সফটওয়্যার বানান না কেন তারা নিবে না, কোনো না কোনো বাহানা দিয়ে সফটওয়্যার পরিত্যাগ করবে এবং বছর শেষে বলবে আপনারা তো কোনো প্রডাক্ট তৈরি করে দিতে পারেন নি।
এদের কথা ডকুমেন্টস ছাড়া বিশ্বাস করবেন তো ঠকবেন",3,0,1,Negative
